"title","field_oeuvre_code_value","field_oeuvre_realisee_value","field_oeuvre_description_value","field_oeuvre_dimensions_value","field_oeuvres_elem_techniques_value","field_oeuvre_edition_value","field_oeuvre_cout_prod_value","field_oeuvre_val_assurance_value","field_oeuvre_prix_vente_value","field_oeuvre_notes_value","field_oeuvre_memo_value","field_oeuvre_emplacement_value","field_oeuvre_collection_value","field_oeuvre_cout_prod_dol_value","field_oeuvre_val_assurance_dol_value","field_oeuvre_prix_vente_dol_value","field_oeuvre_publiable_value","field_oeuvres_notice_value","field_oeuvres_legende_value","field_oeuvres_dim_feet_value","field_sous_titre_value","field_oeuvre_date_value","field_courtesy_value","field_oeuvre_adresse_web_url","category","localisation","logicel","series","filepaths"
"Baroque & classique 5, 1983","1983-BC-BCLASSIQUE5","oui","L'oeuvre est composée des éléments: 1983-BC-BCLASSIQUE1(5); 1983-BC-BCLASSIQUE2(5); 1983-BC-BCLASSIQUE3(5); 1983-BC-BCLASSIQUE4(5).","4 x (50 x 50 cm)","Sérigraphie","Oeuvre unique",NULL,NULL,NULL,"Les éléments 1983-BC-BCLASSIQUE1(5), 1983-BC-BCLASSIQUE2(5) et 1983-BC-BCLASSIQUE3(5) se trouvent à l'atelier. Ils sont signés au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"Les éléments 1983-BC-BCLASSIQUE1(5), 1983-BC-BCLASSIQUE2(5) et 1983-BC-BCLASSIQUE3(5) se trouvent à l'atelier, La Fabrika, Ivry-sur-Seine (Chambre bleue) ",NULL,NULL,NULL,NULL,"oui",NULL,"Baroque et classique, Miguel Chevalier, 1983, Sérigraphie, 4 x (50 x 50 cm), Oeuvre unique","4 x (19,70 x 19,70 in)",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Baroque & classique 6, 1983","1983-BC-BCLASSIQUE6","oui","L'oeuvre se compose des éléments: 1983-BC-BCLASSIQUE1(6), 1983-BC-BCLASSIQUE2(6), 1983-BC-BCLASSIQUE3(6) et 1983-BC-BCLASSIQUE4(6).","4 x (39,50 x 39,50 x 2 cm)","Sérigraphie","Oeuvre unique",NULL,NULL,NULL,"Chaque élément de l'oeuvre est décrit au dos par l'artiste. L'élément n.1 est signé par Miguel Chevalier. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine (Chambre bleue)",NULL,NULL,NULL,NULL,"oui",NULL,"Baroque & classique 6, Miguel Chevalier, 1983, Sérigraphie, 4 x (39,50 x 39,50 x 2 cm), Oeuvre unique","4 x (15,55 x 15,55 x 0,78 in)",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique","sites/default/files/media/images/1983-bc-bclassique6.jpg"
"Baroque & classique 7, 1983","1983-BC-BCLASSIQUE7","oui","Pièce composée de 4 éléments 1983-BC-BCLASSIQUE1(7) 1983-BC-BCLASSIQUE2(7) 1983-BC-BCLASSIQUE3(7) 1983-BC-BCLASSIQUE4(7)","4 x (39,50 x 39,50 x 1,80 cm)","Sérigraphie sur Formica","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Baroque & classique 1, Miguel Chevalier, 1983, Sérigraphie sur Formica, 4 x (39,50 x 39,50 x 1,80 cm), Oeuvre unique","4 x (15,70 x 15,70 x 0,70 in)",NULL,1983,NULL,NULL,"Sérigraphie","Inconnue",NULL,"Baroque et classique",NULL
"Baroque & classique 8, 1983","1983-BC-BCLASSIQUE8","oui","Pièce composée de 4 éléments 1983-BC-BCLASSIQUE1(8) 1983-BC-BCLASSIQUE2(8) 1983-BC-BCLASSIQUE3(8) 1983-BC-BCLASSIQUE4(8)","4 x (39,50 x 39,50 x 1,80 cm)","Sérigraphie sur Formica","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Baroque & classique 8, Miguel Chevalier, 1983, Sérigraphie sur Formica, 4 x (39,50 x 39,50 x 1,80 cm), Oeuvre unique","4 x (15,70 x 15,70 x 0,70 in)",NULL,1983,NULL,NULL,"Sérigraphie","Inconnue",NULL,"Baroque et classique",NULL
"Baroque & classique 9","1983-BC-BCLASSIQUE9","oui",NULL,"39,50 x 39,50 x 1,80 cm","Sérigraphie sur Formica","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R1, L3)",NULL,NULL,NULL,NULL,"oui",NULL,"Baroque & classique 9, Miguel Chevalier, 1983, Sérigraphie sur Formica, 39,50 x 39,50 x 1,80 cm, Oeuvre unique","15,70 x 15,70 x 0,70 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 1","1983-BC-PXBC1","oui",NULL,"34 x 34 x 0,3 cm","Sérigraphie sur Isorel","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R2, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 1, Miguel Chevalier, 1983, Sérigraphie sur Isorel, 34 x 34 x 0,3 cm, Oeuvre unique","13,38 x 13,38 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 10","1983-BC-PXBC10","oui",NULL,"39,50 x 39,50 x 1,80 cm","Sérigraphie sur aggloméré","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.
L'oeuvre se trouve sur une planche qui n'a pas encore été découpée. Les dimensions de l'oeuvre en tant que telle sont 34 x 34 x 1,80 cm.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R1, L3)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 10, Miguel Chevalier, 1983, Sérigraphie sur aggloméré, 39,50 x 39,50 x 1,80 cm, Oeuvre unique","15,55 x 15,55 x 0,70 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 11","1983-BC-PXBC11","oui",NULL,"39,50 x 39,50 x 1,80 cm","Sérigraphie sur aggloméré","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.
L'oeuvre se trouve sur une planche qui n'a pas encore été découpée. Les dimensions de l'oeuvre en tant que telle sont 34 x 34 x 1,80 cm.",NULL,"La Fabrika, Ivry-sur-Seine (Chambre bleue)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 11, Miguel Chevalier, 1983, Sérigraphie sur aggloméré, 39,50 x 39,50 x 1,80 cm, Oeuvre unique","15,70 x 15,70 x 0,70 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 12","1983-BC-PXBC12","oui",NULL,"39,50 x 39,50 x 1,80 cm","Sérigraphie sur aggloméré","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.
L'oeuvre se trouve sur une planche qui n'a pas encore été découpée. Les dimensions de l'oeuvre en tant que telle sont 34 x 34 x 1,80 cm.",NULL,"La Fabrika, Ivry-sur-Seine (Chambre bleue)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 12, Miguel Chevalier, 1983, Sérigraphie sur aggloméré, 39,50 x 39,50 x 1,80 cm, Oeuvre unique","15,70 x 15,70 x 0,70 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 13","1983-BC-PXBC13","oui",NULL,"40 x 40 x 2 cm","Sérigraphie sur aggloméré","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.
L'oeuvre se trouve sur une planche qui n'a pas encore été découpée. Les dimensions de l'oeuvre en tant que telle sont 34 x 34 x 1,80 cm.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R1, L3)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 13, Miguel Chevalier, 1983, Sérigraphie sur aggloméré, 40 x 40 x 2 cm, Oeuvre unique","15,74 x 15,74 x 7,87 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 14","1983-BC-PXBC14","oui",NULL,"34 x 34 x 2 cm","Sérigraphie sur aggloméré","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.
L'oeuvre se trouve sur une planche qui n'a pas encore été découpée. Les dimensions de l'oeuvre en tant que telle sont 34 x 34 x 1,80 cm.",NULL,"La Fabrika, Ivry-sur-Seine (Chambre bleue)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 14, Miguel Chevalier, 1983, Sérigraphie sur aggloméré, 34 x 34 x 2 cm, Oeuvre unique","15,74 x 15,74 x 7,87 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 2","1983-BC-PXBC2","oui",NULL,"34 x 34 x 0,3 cm","Sérigraphie sur Isorel","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R2, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 2, Miguel Chevalier, 1983, Sérigraphie sur Isorel, 34 x 34 cm, Oeuvre unique","13,38 x 13,38 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 3","1983-BC-PXBC3","oui",NULL,"34 x 34 x 0,3 cm","Sérigraphie sur Isorel","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R2, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 3, Miguel Chevalier, 1983, Sérigraphie sur Isorel, 34 x 34 x 0,30 cm, Oeuvre unique","13,38 x 13,38 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 4","1983-BC-PXBC4","oui",NULL,"34 x 34 x 0,3 cm","Sérigraphie sur Isorel","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R2, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 4, Miguel Chevalier, 1983, Sérigraphie sur Isorel, 34 x 34 x 0,3 cm, Oeuvre unique","13,38 x 13,38 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 5","1983-BC-PXBC5","oui",NULL,"34 x 34 x 0,3 cm","Sérigraphie sur Isorel","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R2, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 5, Miguel Chevalier, 1983, Sérigraphie sur Isorel, 34 x 34 x 0,3 cm, Oeuvre unique","13,38 x 13,38 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 6","1983-BC-PXBC6","oui",NULL,"34 x 34 x 1 cm","Sérigraphie sur aggloméré","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R2, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 6, Miguel Chevalier, 1983, Sérigraphie sur aggloméré, 34 x 34 x 1 cm, Oeuvre unique","13,38 x 13,38 x 0,39 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 7","1983-BC-PXBC7","oui",NULL,"34 x 34 x 1 cm","Sérigraphie sur aggloméré","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R2, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 7, Miguel Chevalier, 1983, Sérigraphie sur aggloméré, 34 x 34 x 1 cm, Oeuvre unique","13,38 x 13,38 x 0,39 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 8","1983-BC-PXBC8","oui",NULL,"34 x 34 x 0,3 cm","Sérigraphie sur Isorel","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R2, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 8, Miguel Chevalier, 1983, Sérigraphie sur Isorel, 34 x 34 x 0,30, Oeuvre unique","13,38 x 13,38 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Pixel - Le baroque et le classique 9","1983-BC-PXBC9","oui",NULL,"39,50 x 39,50 x 1,80 cm","Sérigraphie sur aggloméré","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.
L'oeuvre se trouve sur une planche qui n'a pas encore été découpée. Les dimensions de l'oeuvre en tant que telle sont 34 x 34 x 1,80 cm.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 3: R1, L3)",NULL,NULL,NULL,NULL,"oui",NULL,"Pixel - Le baroque et le classique 9, Miguel Chevalier, 1983, Sérigraphie sur aggloméré, 39,50 x 39,50 x 1,80 cm, Oeuvre unique","15,55 x 15,55 x 0,70 in",NULL,1983,NULL,NULL,"Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"Fenêtre mémoire, 1983","1983-FH-FMEMOIRE1","oui",NULL,"120 x 120 x 15 cm","Cibachrome sous Plexiglas","Œuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Fenêtre mémoire, Miguel Chevalier, 1983, Cibachrome sous Plexiglas, 120 x 120 x 15 cm, Œuvre unique","47,24 x 47,24 x 5,90 in",NULL,1983,NULL,NULL,"Tirage photographique Cibachrome","Inconnue",NULL,"Fenêtre hexadécimale",NULL
"Sport & Médias, Tennis 1","1983/85-PF-SMTENNIS1","oui",NULL,"4 x (47,50 x 47,50 x 2 cm)","Sérigraphie ","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre se compose de 4 éléments: 1983/85-PF-SMTENNIS1(1), 1983/85-PF-SMTENNIS1(2), 1983/85-PF-SMTENNIS1(3) et 1983/85-PF-SMTENNIS1(4)",NULL,"La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"non",NULL,"Sport & Médias, Tennis 1, Miguel Chevalier, 1983/85, Sérigraphie, 4 x (47,50 x 47,50 x 2 cm), Oeuvre unique","4 x (18,70 x 18,70 x 0,78 in)",NULL,"1983/85",NULL,NULL,"Sérigraphie","Atelier",NULL,"Performance","sites/default/files/media/images/tennis_-_008.jpg"
"Sport & Médias, Tennis 2","1983/85-PF-SMTENNIS2","oui",NULL,"47,50 x 47,50 x 2 cm","Sérigraphie sur Formica","Oeuvre unique",NULL,NULL,NULL,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 2: R2, L5)",NULL,NULL,NULL,NULL,"non",NULL,"Sport & Médias, Tennis 2, Miguel Chevalier, 1983/85, 47,50 x 47,50 x 2 cm, Sérigraphie sur Formica, Oeuvre unique","18,70 x 18,70 x 0,78 in",NULL,"1983/85",NULL,NULL,"Sérigraphie","Atelier",NULL,"Performance","sites/default/files/media/images/tennis_-_006.jpg"
"Sport & Médias, Tennis 3","1983/85-PF-SMTENNIS3","oui",NULL,"47,50 x 47,50 x 2 cm","Sérigraphie sur aggloméré","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 2: R2, L5)",NULL,NULL,NULL,NULL,"oui",NULL,"Sport & Médias, Tennis 3, Miguel Chevalier, 1983/85, Sérigraphie sur aggloméré, 47,50 x 47,50 x 2 cm, Oeuvre unique","18,70 x 18,70 x 0,78 in",NULL,"1983/85",NULL,NULL,"Sérigraphie","Atelier",NULL,"Performance",NULL
"Sport & Médias, Tennis 4","1983/85-PF-SMTENNIS4","oui",NULL,"47,50 x 47,50 x 2 cm","Sérigraphie sur aggloméré","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 2: R2, L5)",NULL,NULL,NULL,NULL,"oui",NULL,"Sport & Médias, Tennis 4, Miguel Chevalier, 1983/85, Sérigraphie sur aggloméré, 47,50 x 47,50 x 2 cm, Oeuvre unique","18,70 x 18,70 x 0,78 in",NULL,"1983/85",NULL,NULL,"Sérigraphie","Atelier",NULL,"Performance",NULL
"Baroque & classique 1, 1985","1985-BC-BCLASSIQUE1","oui",NULL,"40 x 40 x 20 cm","Sérigraphie sur cadre en bois peint en noir","Oeuvre unique",700,9000,9000,"L'oeuvre est signée au dos par l'artiste. Le numéro d'inventaire est écrit à la main avec un feutre noir.","Galerie Artvera's, Genève, Frieze 2017","La Fabrika, Ivry-sur-Seine (chambre bleue)",NULL,NULL,NULL,NULL,"oui",NULL,"Le baroque et le classique, Miguel Chevalier, 1985, Sérigraphie sur cadre en bois peint en noir, 40 x 40 x 20 cm, Oeuvre unique","15,74 x 15,74 x 7,87 in",NULL,1985,NULL,"http://www.miguel-chevalier.com/fr/baroque-classique?","Sérigraphie","Atelier",NULL,"Baroque et classique",NULL
"La Destinée Humaine","1986-AP-DHUM1","oui","Pièce composée de 4 éléments en utilisant les couleurs primaires","4 x (36 x 36 x 2,5 cm)","Sérigraphie sur bois sur châssis en bois peint en noir","Oeuvre unique",NULL,NULL,NULL,"Numéro d'inventaire sur chaque élément de l'oeuvre écrit à la main avec un feutre noir",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 2: R2, L4)",NULL,NULL,NULL,NULL,"oui","Série en très mauvaises conditions. Plusieurs éléments nécessitent d'être réparés.","La Destinée Humaine, Miguel Chevalier, 1986, Sérigraphie sur bois, 4 x (36 x 36 x 2,5 cm), Oeuvre unique","4 x (14,17 x 14,17 x 0,98 in)","Planche 1",1986,NULL,NULL,"Sérigraphie","Atelier",NULL,"Anthropométrie","sites/default/files/media/images/1986-ap-dhum1.jpg"
"La Destinée Humaine","1986-AP-DHUM2","oui","Pièce composée de 4 éléments en utilisant les couleurs primaires","4 x (36 x 36 x 2,5 cm)","Sérigraphie sur bois sur châssis en bois peint en noir","Oeuvre unique",NULL,NULL,NULL,"Numéro d'inventaire sur chaque élément de l'oeuvre écrit à la main avec un feutre noir",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 2: R3, L2)",NULL,NULL,NULL,NULL,"non",NULL,"La Destinée Humaine, Miguel Chevalier, 1986, Sérigraphie sur bois, 4 x (36 x 36 x 2,5 cm, Oeuvre unique","4 x (14,17 x 14,17 x 0,98 in)","Planche 2",1986,NULL,NULL,"Sérigraphie","Atelier",NULL,"Anthropométrie","sites/default/files/media/images/1986-ap-dhum2.jpg"
"La Destinée Humaine","1986-AP-DHUM3","oui","Pièce composée de 4 éléments en utilisant les couleurs primaires","4 x (36 x 36 x 2,5 cm)","Sérigraphie sur bois sur châssis en bois peint en noir","Oeuvre unique",NULL,NULL,NULL,"Numéro d'inventaire sur chaque élément de l'oeuvre écrit à la main avec un feutre noir. ",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 2: R2, L4)",NULL,NULL,NULL,NULL,"oui","Le châssis de l'élément en rouge de l'oeuvre est cassé.","La Destinée Humaine, Miguel Chevalier, 1986, Sérigraphie sur bois, 4 x (36 x 36 x 2,5 cm), Oeuvre unique","4 x (14,17 x 14,17 x 0,98 in)","Planche 3",1986,NULL,NULL,"Sérigraphie","Atelier",NULL,"Anthropométrie","sites/default/files/media/images/1986-ap-dhum3.jpg"
"La Destinée Humaine","1986-AP-DHUM4","oui","Pièce composée de 4 éléments en utilisant les couleurs primaires","4 x (36 x 36 x 2,5 cm)","Sérigraphie sur bois sur châssis en bois peint en noir","Oeuvre unique",NULL,NULL,NULL,"Numéro d'inventaire sur chaque élément de l'oeuvre écrit à la main avec un feutre noir. ",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 2: R2, L4)",NULL,NULL,NULL,NULL,"oui",NULL,"La Destinée Humaine, Miguel Chevalier, 1986, Sérigraphie sur bois, 4 x (36 x 36 x 2,5 cm), Oeuvre unique","4 x (14,17 x 14,17 x 0,98 in)","Planche 4",1986,NULL,NULL,"Sérigraphie","Atelier",NULL,"Anthropométrie","sites/default/files/media/images/1986-ap-destineehumaine4.jpg"
"La Destinée Humaine","1986-AP-DHUM5","oui","Pièce composée de 4 éléments en utilisant les couleurs primaires","4 x (36 x 36 x 2,5 cm)","Sérigraphie sur bois sur châssis en bois peint en noir","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"non",NULL,"La Destinée Humaine, Miguel Chevalier, 1986, Sérigraphie sur bois, 4 x (36 x 36 x 2,5 cm), Oeuvre unique","4 x (14,17 x 14,17 x 0,98 in)","Planche 5",1986,NULL,NULL,"Sérigraphie","Inconnue",NULL,"Anthropométrie",NULL
"Thermographie 1","1986-AP-THERMOGRAPHIE(1)","oui",NULL,"4 x (39,50 x 39,50 x 2,00 cm)","Sérigraphie","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 2: R3, L3)",NULL,NULL,NULL,NULL,"oui",NULL,"Thermographie 25, Miguel Chevalier, 1986, Sérigraphie, 4 x (39,50 x 39,50 x 2,00 cm), Oeuvre unique","4 x (15,55 x 15,55 x 0,78 in)",NULL,1986,NULL,NULL,"Sérigraphie","Atelier",NULL,"Anthropométrie","sites/default/files/media/images/1986-ap-thermographie28.jpg,sites/default/files/media/images/1986-ap-thermographie27.jpg,sites/default/files/media/images/1986-ap-thermographie26.jpg,sites/default/files/media/images/1986-ap-thermographie25.jpg"
"Thermographie 10","1986-AP-THERMOGRAPHIE(10)","oui",NULL,"39,50 x 39,50 x 2,00 cm","Sérigraphie","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 2: R3, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Thermographie 10, Miguel Chevalier, 1986, Sérigraphie, 39,50 x 39,50 x 2,00 cm, Oeuvre unique","15,55 x 15,55 x 0,78 in",NULL,1986,NULL,NULL,"Sérigraphie","Atelier",NULL,"Anthropométrie","sites/default/files/media/images/1986-ap-thermographie10.jpg"
"Thermographie 11","1986-AP-THERMOGRAPHIE(11)","oui",NULL,"39,50 x 39,50 x 2,00 cm","Sérigraphie","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Thermographie 11, Miguel Chevalier, 1986, Sérigraphie, 39,50 x 39,50 x 2,00 cm, Oeuvre unique","15,55 x 15,55 x 0,78 in",NULL,1986,NULL,NULL,"Sérigraphie","Inconnue",NULL,"Anthropométrie",NULL
"Thermographie 12","1986-AP-THERMOGRAPHIE(12)","oui",NULL,"39,50 x 39,50 x 2,00 cm","Sérigraphie","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Thermographie 12, Miguel Chevalier, 1986, Sérigraphie, 39,50 x 39,50 x 2,00 cm, Oeuvre unique","15,55 x 15,55 x 0,78 in",NULL,1986,NULL,NULL,"Sérigraphie","Inconnue",NULL,"Anthropométrie",NULL
"Thermographie 13","1986-AP-THERMOGRAPHIE(13)","oui",NULL,"39,50 x 39,50 x 2,00 cm","Sérigraphie","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 2: R3, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Thermographie 13, Miguel Chevalier, 1986, Sérigraphie, 39,50 x 39,50 x 2,00 cm, Oeuvre unique","15,55 x 15,55 x 0,78 in",NULL,1986,NULL,NULL,"Sérigraphie","Atelier",NULL,"Anthropométrie","sites/default/files/media/images/1986-ap-thermographie21.jpg"
