"title","field_expo_lieu_value","field_expo_type_value","field_expo_dates_value","field_expo_dates_value2","field_expo_curator_value","field_expo_code_value","filepaths"
"De nature en sculpture","Villa Datris, 7 avenue des 4 Otages, 84800 Isle sur la Sorgue","groupe","2017-05-26T00:00:00","2017-11-01T00:00:00","Daniele Kapel-Marcovici et Laure Dezeuze assistée de Jules Fourtine","2017-E-ISLESURSORGUE",NULL
"De nature en sculpture, 2018","Espace Monte-Cristo, 9 rue Monte-Cristo, 75020 Paris (F)","groupe","2018-04-05T00:00:00","2018-09-16T00:00:00",NULL,"2018-E-PARISMONTECRISTO",NULL
"Découverte","Museo internacional de eelectrografia, Cuenca (ESP)","perso","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-CUENCA",NULL
"Dedans, dehors","Espace Jules Vernes, Brétigny-sur-Orge (FRA)","groupe","1989-01-01T00:00:00","1989-01-01T00:00:00",NULL,"1989-E-BRETIGNY2",NULL
"Des artistes en leur monde","Drouot-Montaigne, Paris (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-PARISDROUOT",NULL
"Desviaciones","Museo Provincial de Fotografia - Palacio Dionisi, avenue Hipolito Yrigoyen 622, Cordoba - Argentine","groupe","2019-06-13T00:00:00","2019-09-21T00:00:00","Fernando Farina","2019-E-CORDOBA",NULL
"Dialogues méditerranéens","Citadelle, Saint-Tropez (FRA)","groupe","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-STTROPEZ","sites/default/files/media/images/2007-e-sttropez-1.jpg,sites/default/files/media/images/2007-e-sttropez-4.jpg,sites/default/files/media/images/2007-e-sttropez-3.jpg,sites/default/files/media/images/2007-e-sttropez-2.jpg"
"Digital Abysses, 2018","Base sous-marine, Bordeaux (FRA)","perso","2018-03-08T00:00:00","2018-05-20T00:00:00",NULL,"2018-E-BORDEAUX",NULL
"Digital Arabesques","Corniche d'Abou Dabi, avec l'Alliance Française d'Abou Dabi (AED)","perso","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2011-E-ABOUDABI",NULL
"Digital Cristaux 2020 - Miguel Chevalier","Galerie Art Absolument, 11 Rue Louise Weiss, 75013 Paris","perso","2020-01-17T00:00:00","2020-03-15T00:00:00",NULL,"2020-E-PARISABSOLUMENT",NULL
"Digital Icônes 2018","Le Grand Festival de Verdun, Chapelle de Saint-Nicolas, Verdun, (FRA)","perso","2018-07-20T00:00:00","2018-07-29T00:00:00","Le Grand Festival de Verdun","2018-E-VERDUN",NULL
"Digital Icons, 2018","AURORA Light, Video, Sound Biennal, City Hall, Dallas, USA","perso","2018-11-03T00:00:00","2018-11-04T00:00:00",NULL,"2018-E-DALLAS",NULL
"Digital Paradise","Daejeon Museum of Art Gallery, 396 Mannyeon-dong. Seo-gu, Daejeon (KOR)","groupe","2005-10-20T00:00:00","2005-12-18T00:00:00","Lee Ji-ho","2005-E-DAEJON","sites/default/files/media/images/2005-e-daejon-2.jpg,sites/default/files/media/images/2005-e-daejon-3.jpg,sites/default/files/media/images/2005-e-daejon-4.jpg,sites/default/files/media/images/2005-e-daejon-1.jpg"
"Digital Paradise","Galerie Puerta Roja at The Space, 210 Hollywood Road, Sheung Wan, Hong Kong","perso","2014-10-09T00:00:00","2014-10-19T00:00:00","Adriana Alvarez-Nichol pour la Galerie Puerta Roja","2014-E-HONGKONG","sites/default/files/media/images/2015-e-puertarojahongkong.jpg"
"Digital Paradise 2006, Espaces Transitoires","Galerie Paris Sud, Cachan (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-CACHAN",NULL
"Digital Screen Show","Château d'Auvers-sur-Oise (FRA)","groupe","2008-01-01T00:00:00","2008-01-01T00:00:00",NULL,"2008-E-AUVERSUROISE","sites/default/files/media/images/2008-e-auversuroise-3.jpg,sites/default/files/media/images/2008-e-auversuroise-4.jpg,sites/default/files/media/images/2008-e-auversuroise-5.jpg,sites/default/files/media/images/2008-e-auversuroise-6.jpg,sites/default/files/media/images/2008-e-auversuroise-7.jpg,sites/default/files/media/images/2008-e-auversuroise-8.jpg,sites/default/files/media/images/2008-e-auversuroise-9.jpg,sites/default/files/media/images/2008-e-auversuroise-1.jpg,sites/default/files/media/images/2008-e-auversuroise-2.jpg"
"Digital Supernova 2019","Cathédrale Notre-Dame, Rodez, France","perso","2019-08-08T00:00:00","2019-10-18T00:00:00",NULL,"2019-E-RODEZCATHEDRALE",NULL
"Digital World","Espace Paul Ricard, 9 rue Royale, 75008 Paris (FRA)","perso","2000-09-14T00:00:00","2000-10-06T00:00:00","Espace Paul Ricard","2000-E-PARISRICARD",NULL
"Du politique au cosmique : voyages dans l'espace-temps","MK2, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISMK2",NULL
"Echt falsch","Museum Villa Stuck, Munich (DEU)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-MUNCHEN",NULL
"Editions Paul Bourquin","Art Paris, Paris (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-PARISBOURQUIN",NULL
"Editions Paul Bourquin","Art Paris, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISBOURQUIN",NULL
"Editions Paul Bourquin et Thinking Prints","Art Paris, Paris (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-PARISBOURQUIN",NULL
"El horizonte","-","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2010-E-ELHORIZONTE","sites/default/files/media/images/2010-e-elhorizonte-5.jpg,sites/default/files/media/images/2010-e-elhorizonte-4.jpg,sites/default/files/media/images/2010-e-elhorizonte-3.jpg,sites/default/files/media/images/2010-e-elhorizonte-2.jpg,sites/default/files/media/images/2010-e-elhorizonte-1.jpg"
"El Origen del Mundo","Palacio de Bellas Artes, Mexico D.F., Mexique (MEX)","perso","2013-11-07T00:00:00","2013-11-10T00:00:00",NULL,"2013-E-MEXICO","sites/default/files/media/images/2013-om-ommexico3_1.jpg,sites/default/files/media/images/2013-om-ommexico2_0.jpg,sites/default/files/media/images/2013-om-ommexico1_0.jpg"
"ElectoScape","Museum of Modern Art, Shanghai (CHN)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00","Won-il Rhee Zendai","2005-E-SHANGHAI",NULL
"Electra 96","Henie Onstad kunstsenter, Hovikodden (NOR)","groupe","1996-01-01T00:00:00","1996-01-01T00:00:00",NULL,"1996-E-HOVIKODDEN",NULL
"Emotif pixel","Agence LCL, Nice (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-NICE",NULL
"Enghien?","Enghien","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-ENGHIEN","sites/default/files/media/images/2007-e-enghien-1.jpg,sites/default/files/media/images/2007-e-enghien-2.jpg,sites/default/files/media/images/2007-e-enghien-3.jpg"
"Epreuves numériques","Centre national de la photographie, Paris (FRA)","groupe","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-PARISPHOTOGRAPHIE",NULL
"Estampes à Royaumont","Galerie L'Autre côté, Paris (FRA)","groupe","1989-01-01T00:00:00","1989-01-01T00:00:00",NULL,"1989-E-PARISGALAUTRECOTE",NULL
"Excess in the techno mediacratic-society","Musée, Arbois (FRA)","groupe","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-ARBOIS",NULL
"Excess in the techno-mediacratic society","Shoshana Wayne Gallery, Santa Monica (USA)","groupe","1993-01-01T00:00:00","1993-01-01T00:00:00",NULL,"1993-E-SANTAMONICA",NULL
"Exposition fractale","Galerie Kahn, St'art 2000, Strasbourg (FRA)","groupe","2000-01-01T00:00:00","2000-01-01T00:00:00",NULL,"2000-E-STRASBOURG",NULL
"FairForSaatchi","Saatchi Gallery - Stand 2, London SW3 2ST, (UK)","groupe","2019-06-26T00:00:00","2019-06-30T00:00:00","Saatchi Gallery, London (UK)","2019-E-LONDRESSAATCHI",NULL
"FAUST","Toulouse","groupe","1986-01-01T00:00:00","1986-01-01T00:00:00",NULL,"1986-E-TOULOUSE",NULL
"Festival de l'image et de l'informatique","Montreuil sous Bois","groupe","1986-01-01T00:00:00","1986-01-01T00:00:00",NULL,"1986-E-MONTREUILSOUSBOIS",NULL
"Festival des arts électroniques","Rennes","groupe","1986-01-01T00:00:00","1986-01-01T00:00:00",NULL,"1986-E-RENNES",NULL
"Festival des arts électroniques","Rennes","groupe","1987-01-01T00:00:00","1987-01-01T00:00:00",NULL,"1987-E-RENNES",NULL
"Festival La Novela","Musée des Abattoirs, Toulouse (FRA)","perso","2011-01-01T00:00:00","2012-01-01T00:00:00",NULL,"2011-E-TOULOUSE","sites/default/files/media/images/2011-e-toulouse-2_0.jpg,sites/default/files/media/images/2011-e-toulouse-3_2.jpg,sites/default/files/media/images/2011-e-toulouse-4.jpg,sites/default/files/media/images/2011-e-toulouse-5.jpg,sites/default/files/media/images/2011-e-toulouse-1_0.jpg"
"Festival Passagen","Cologne, Allemagne","perso","2011-01-17T00:00:00","2011-01-23T00:00:00","L'exposition a été organisée par l'Institut français de Cologne.","2011-E-SURNATFFCOLOGNE","sites/default/files/media/images/2011-ff-cologne2.jpg,sites/default/files/media/images/2011-ff-cologne1_0.jpg,sites/default/files/media/images/2011-sn-cologne1.jpg"
"Fétiches, fétichismes","Passage de Retz, Paris (FRA)","groupe","1998-01-01T00:00:00","1998-01-01T00:00:00",NULL,"1998-E-PARISRETZ",NULL
"FIAC 2004","Suzanne Tarasiève, Paris (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-PARISFIAC",NULL
"FIAC 2005","Galerie Suzanne Tarasiève, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISFIAC",NULL
"FIAC 2006","Suzanne Tarasiève, Paris (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-PARISFIAC",NULL
"FIAC 88","Fiac, Grand Palais, Paris","groupe","1988-10-22T00:00:00","1988-10-30T00:00:00","Galerie Jade","1988-E-PARISFIAC","sites/default/files/media/images/1988-e-parisfiac-6.jpg,sites/default/files/media/images/1988-e-parisfiac-5.jpg,sites/default/files/media/images/1988-e-parisfiac-4.jpg,sites/default/files/media/images/1988-e-parisfiac-2.jpg,sites/default/files/media/images/1988-e-parisfiac-1.jpg"
"FIAC 89","Galerie Jade, FIAC 89, Paris (FRA)","groupe","1989-01-01T00:00:00","1989-01-01T00:00:00",NULL,"1989-E-PARISFIAC",NULL
"FIAC 91","Galerie Jade, Paris (FRA)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-PARISFIAC",NULL
"FIAC 94","Espace d'art Yvonamor Palix, FIAC 94, Paris (FRA)","groupe","1994-01-01T00:00:00","1994-01-01T00:00:00",NULL,"1994-E-PARISFIAC",NULL
"Fictions","Aéroport international Mirable, Montréall et Galerie Aubes 3935, Montréal","groupe","1989-09-30T00:00:00","1989-12-31T00:00:00","Jérôme Sans","1989-E-MONTREAL",NULL
"Figures d'origines","Chapelle Saint-Louis de la Salpétrière, Paris (FRA)","groupe","1994-01-01T00:00:00","1994-01-01T00:00:00",NULL,"1994-E-PARISSALPETRIERE",NULL
"Fleurs plastiques","Fête de l'Eau, Wattwiller (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-WATTWILLER","sites/default/files/media/images/2010-e-wattwiller-6.jpg,sites/default/files/media/images/2010-e-wattwiller-5.jpg,sites/default/files/media/images/2010-e-wattwiller-4.jpg,sites/default/files/media/images/2010-e-wattwiller-3.jpg,sites/default/files/media/images/2010-e-wattwiller-2.jpg,sites/default/files/media/images/2010-e-wattwiller-1.jpg"
"Flower Power","Centre d'art Villa Giulia / CRAA Centre Recherche Art Actuelle, Verbania (ITA)","groupe","2009-10-14T00:00:00","2009-10-14T00:00:00",NULL,"2009-E-VERBANIA",NULL
"Flower Power ","Jing An Kerry Centre, Shangai (CHN)","perso","2017-02-05T00:00:00","2018-02-05T00:00:00",NULL,"2017-E-SHANGAI",NULL
"Flower Power 2017","Place Bispetorv, Åarhus, (DK)","groupe","2017-08-25T00:00:00","2017-09-03T00:00:00",NULL,"2017-E-AARHUS",NULL
"Flux","Galerie Kahn, Place Hans Arp, 5 rue de Molshem 57000 Strasbourg (FRA)","perso","1998-11-05T00:00:00","1998-12-05T00:00:00","Georges-Michel Kahn","1998-E-STRASBOURG","sites/default/files/media/images/1998-e-strasbourgv.jpg,sites/default/files/media/images/1998-e-strasbourgkahn.jpg,sites/default/files/media/images/1998-e-strasbourginvitlaserv.jpg,sites/default/files/media/images/1998-e-strasbourginvitv.jpg,sites/default/files/media/images/1998-e-strasbourginvitlaserr_0.jpg"
"Flux numériques","Eric Linard Galerie, Le Val des Nymphes, 26700 La Garde Adhemar (FRA)","perso","2000-05-06T00:00:00","2000-06-30T00:00:00",NULL,"2000-E-ADHEMAR","sites/default/files/media/images/2000-e-gardeadhemarv.jpg"
"Flux végétal","Espace d'art Actua d'Attijariwafa bank, Casablanca (MAR)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-CASABLANCA",NULL
"Flux végétal","Galerie Delacroix, IFT, Tanger (MAR)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-TANGER",NULL
"Forces et mouvements","Galerie François Léage, 178 rue du Faubourg Saint-Honoré, 75008 Paris (F)","groupe","2018-09-11T00:00:00","2018-11-16T00:00:00","Louis Amar","2018-E-PARISLEAGE2",NULL
"Fractal Art ","Villa Tamaris, Avenue de la Grande Maison - 83500 La Seyne-sur-Mer","groupe","1999-03-26T00:00:00","1999-05-30T00:00:00",NULL,"1999-E-SEYNE/S/MER",NULL
"Fractal Flowers","\"Salon international du Meuble\", Boffi, Milan (ITA)","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2009-E-MILANBOFFI","sites/default/files/media/images/2009-e-milanboffi-2.jpg,sites/default/files/media/images/2009-e-milanboffi-1.jpg,sites/default/files/media/images/2009-e-milanboffi-9.jpg,sites/default/files/media/images/2009-e-milanboffi-8.jpg,sites/default/files/media/images/2009-e-milanboffi-7.jpg,sites/default/files/media/images/2009-e-milanboffi-6.jpg,sites/default/files/media/images/2009-e-milanboffi-5.jpg,sites/default/files/media/images/2009-e-milanboffi-4.jpg,sites/default/files/media/images/2009-e-milanboffi-3.jpg"
"Fractal Flowers","Atelier Ivry","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2008-E-IVRYFF","sites/default/files/media/images/2008-e-ivryff-1.jpg,sites/default/files/media/images/2008-e-ivryff-2.jpg,sites/default/files/media/images/2008-e-ivryff-3.jpg,sites/default/files/media/images/2008-e-ivryff-4.jpg,sites/default/files/media/images/2008-e-ivryff-5.jpg,sites/default/files/media/images/2008-e-ivryff-6.jpg"
"Fractal Flowers","Boffi Bains Paris, Paris (FRA)","perso","2008-01-01T00:00:00","2008-01-01T00:00:00",NULL,"2008-E-PARISBOFFI","sites/default/files/media/images/2008-e-parisboffi-4.jpg,sites/default/files/media/images/2008-e-parisboffi-1.jpg,sites/default/files/media/images/2008-e-parisboffi-2.jpg,sites/default/files/media/images/2008-e-parisboffi-3.jpg"
"Fractal Flowers","Façade de l'Eglise d'Enghien-les-Bains (FRA)","perso","2008-01-01T00:00:00","2008-01-01T00:00:00",NULL,"2008-E-ENGHIENFF","sites/default/files/media/images/2008-e-enghienff-2.jpg,sites/default/files/media/images/2008-e-enghienff-3.jpg,sites/default/files/media/images/2008-e-enghienff-4.jpg,sites/default/files/media/images/2008-e-enghienff-5.jpg,sites/default/files/media/images/2008-e-enghienff-6.jpg,sites/default/files/media/images/2008-e-enghienff-1.jpg"
"Fractal Flowers","Nuit Blanche, East - Slovakian Gallery, Kosice (SVN)","perso","2011-10-01T00:00:00","2011-10-02T00:00:00",NULL,"2011-E-FFKOSICE","sites/default/files/media/images/2011-ff-kosice3_2.jpg"
"Fractal Flowers","Seoul","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2008-E-SEOULFF","sites/default/files/media/images/2008-e-seoulff-2.jpg,sites/default/files/media/images/2008-e-seoulff-3.jpg,sites/default/files/media/images/2008-e-seoulff-1.jpg,sites/default/files/media/images/2008-e-seoulff-6.jpg,sites/default/files/media/images/2008-e-seoulff-7.jpg,sites/default/files/media/images/2008-e-seoulff-4.jpg,sites/default/files/media/images/2008-e-seoulff-5.jpg"
"Fractal Flowers","Station de métro Galeria, Brasilia (BRA)","perso","1950-04-19T00:00:00","1950-04-19T00:00:00","-","2009-E-BRASILIAMETRO","sites/default/files/media/images/2009-e-brasiliametro-7.jpg,sites/default/files/media/images/2009-e-brasiliametro-6.jpg,sites/default/files/media/images/2009-e-brasiliametro-5.jpg,sites/default/files/media/images/2009-e-brasiliametro-4.jpg,sites/default/files/media/images/2009-e-brasiliametro-1.jpg,sites/default/files/media/images/2009-e-brasiliametro-2.jpg,sites/default/files/media/images/2009-e-brasiliametro-3.jpg"
"Fractal Flowers","Tri Postal, Lille (FRA)","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2010-E-LILLE","sites/default/files/media/images/2010-e-lille-5.jpg,sites/default/files/media/images/2010-e-lille-4.jpg,sites/default/files/media/images/2010-e-lille-3.jpg,sites/default/files/media/images/2010-e-lille-2.jpg,sites/default/files/media/images/2010-e-lille-1.jpg"
"Fractal Flowers - Marinha Grande","International Biennial of Art & Industrial Design, parque municipal de exposicoes de Marinha Grande (POR)","perso","2010-10-22T00:00:00","2010-10-31T00:00:00",NULL,"2010-E-MARINHAGRANDE","sites/default/files/media/images/2010-e-marinhagrande-1.jpg,sites/default/files/media/images/2010-e-marinhagrande-2.jpg,sites/default/files/media/images/2010-e-marinhagrande-3.jpg,sites/default/files/media/images/2010-e-marinhagrande-4.jpg,sites/default/files/media/images/2010-e-marinhagrande-5.jpg,sites/default/files/media/images/2010-e-marinhagrande-6.jpg"
"Fractal Flowers 2009","iMAL (Center for Digital Cultures and Technology), 30 quai des charbonnages (Koolmijnenkaai 30), 1080 Bruxelles (BEL)","perso","2009-04-23T00:00:00","2009-05-03T00:00:00","Yves Bernard","2009-E-BRUXELLESIMAL","sites/default/files/media/images/2009-e-bruxellesimal-16.jpg,sites/default/files/media/images/2009-e-bruxellesimal-15.jpg,sites/default/files/media/images/2009-e-bruxellesimal-14.jpg,sites/default/files/media/images/2009-e-bruxellesimal-13.jpg,sites/default/files/media/images/2009-e-bruxellesimal-12.jpg,sites/default/files/media/images/2009-e-bruxellesimal-11.jpg,sites/default/files/media/images/2009-e-bruxellesimal-10.jpg,sites/default/files/media/images/2009-e-bruxellesimal-9.jpg,sites/default/files/media/images/2009-e-bruxellesimal-8.jpg,sites/default/files/media/images/2009-e-bruxellesimal-7.jpg,sites/default/files/media/images/2009-e-bruxellesimal-6.jpg,sites/default/files/media/images/2009-e-bruxellesimal-5.jpg,sites/default/files/media/images/2009-e-bruxellesimal-4.jpg,sites/default/files/media/images/2009-e-bruxellesimal-3.jpg,sites/default/files/media/images/2009-e-bruxellesimal-2.jpg,sites/default/files/media/images/2009-e-bruxellesimal-1.jpg"
"Fractal Flowers 2013","Château de la Cité de Carcassonne (FRA)","perso","2013-10-14T00:00:00","2013-10-14T00:00:00",NULL,"2013-E-CARCASSONNE",NULL
"Fractal Flowers Bubble","Ambassade de France, Brasilia (BRA)","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2009-E-BRASILIA","sites/default/files/media/images/2009-e-brasilia-4.jpg,sites/default/files/media/images/2009-e-brasilia-3.jpg,sites/default/files/media/images/2009-e-brasilia-2.jpg,sites/default/files/media/images/2009-e-brasilia-1.jpg"
"Fractal Flowers in vitro","Musée de la Chasse et de la Nature, Paris (FRA)","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2009-E-PARISMCHASSE","sites/default/files/media/images/2009-e-parismchasse-9.jpg,sites/default/files/media/images/2009-e-parismchasse-1.jpg,sites/default/files/media/images/2009-e-parismchasse-2.jpg,sites/default/files/media/images/2009-e-parismchasse-3.jpg,sites/default/files/media/images/2009-e-parismchasse-4.jpg,sites/default/files/media/images/2009-e-parismchasse-5.jpg,sites/default/files/media/images/2009-e-parismchasse-6.jpg,sites/default/files/media/images/2009-e-parismchasse-7.jpg,sites/default/files/media/images/2009-e-parismchasse-8.jpg"
"Fractal Flowers in vitro","Parvis de la Mairie du 4e, Paris (FRA)","perso","2008-01-01T00:00:00","2008-01-01T00:00:00",NULL,"2008-E-PARISMAIRIEDU4","sites/default/files/media/images/2008-e-parismairiedu4-1.jpg,sites/default/files/media/images/2008-e-parismairiedu4-2.jpg,sites/default/files/media/images/2008-e-parismairiedu4-4.jpg,sites/default/files/media/images/2008-e-parismairiedu4-3.jpg"
"Fractal Flowers in vitro","Sanat Limani, Istanbul (TUR)","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2010-E-ISTANBUL","sites/default/files/media/images/2010-e-istanbul-1.jpg,sites/default/files/media/images/2010-e-istanbul-2.jpg,sites/default/files/media/images/2010-e-istanbul-6.jpg,sites/default/files/media/images/2010-e-istanbul-5.jpg,sites/default/files/media/images/2010-e-istanbul-4.jpg,sites/default/files/media/images/2010-e-istanbul-3.jpg"
"Fractal Flowers in vitro","Université du Bosphore, Istanbul (TUR)","perso","2010-11-05T00:00:00","2010-12-05T00:00:00",NULL,"2010-E-ISTANBULUNI","sites/default/files/media/images/2010-e-istanbulinvitv.jpg,sites/default/files/media/images/2010-e-istanbuluni-4.jpg,sites/default/files/media/images/2010-e-istanbuluni-3.jpg,sites/default/files/media/images/2010-e-istanbuluni-2.jpg,sites/default/files/media/images/2010-e-istanbuluni-1.jpg"
"Fractal Flowers in vitro PARIS CHASSE","Musée de la Chasse et de la Nature, Hôtel de Mongelas, 62, rue des Archives, Paris 75003","perso","2009-09-22T00:00:00","2010-01-03T00:00:00","Claude d'Anthenaise","2009-E-FFMUSEECHASSE",NULL
"Fractal Flowers PARIS TARASIEVE","Galerie Suzanne Tarasiève, 171 rue du Chevaleret, 75013 Paris (FRA)","perso","2008-12-13T00:00:00","2009-01-10T00:00:00","Galerie Suzanne Tarasiève","2008-E-PARISTARASIEVE","sites/default/files/media/images/2008-e-ffparistarasiever.png,sites/default/files/media/images/2008-e-ffparistarasievev.png,sites/default/files/media/images/2008-e-paristarasieve-8.jpg,sites/default/files/media/images/2008-e-paristarasieve-7.jpg,sites/default/files/media/images/2008-e-paristarasieve-6.jpg,sites/default/files/media/images/2008-e-paristarasieve-5.jpg,sites/default/files/media/images/2008-e-paristarasieve-4.jpg,sites/default/files/media/images/2008-e-paristarasieve-3.jpg,sites/default/files/media/images/2008-e-paristarasieve-2.jpg,sites/default/files/media/images/2008-e-paristarasieve-1.jpg"
"Fractalisations","Villa Tamaris, Avenue de la Grande Maison, 83500 La Seyne-sur-Mer (FRA)","groupe","1999-03-27T00:00:00","1999-05-31T00:00:00","Susan Condé et Henri-François Debailleux","1999-E-SEYNESURMER",NULL
"Fractalisations II","Abbaye du Ronceray, Angers (FRA)","groupe","1999-01-01T00:00:00","1999-01-01T00:00:00",NULL,"1999-E-ANGERS",NULL
"Frimousses de Créateurs 2010 pour l'Unicef","Petit Palais, Paris (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-PARISPPALAIS",NULL
"Frontières","Galerie Le Chanjour, 11, quai des Deux-Emmanuel 06300 Nice (FRA)","groupe","1989-03-08T00:00:00","1989-03-31T00:00:00","Christine Le Chanjour en collaboration avec Serge Aboukrat","1989-E-NICE1","sites/default/files/media/images/1989-e-nice1v.jpg"
"GAINSB'ART et caetera2019-E-LILLE","Art to Be Gallery, 44 rue Saint-André, Lille (FRA)","groupe","2019-06-21T00:00:00","2019-07-21T00:00:00","Art to Be Gallery","2019-E-LILLE","sites/default/files/media/images/2019-e-lille1.jpg,sites/default/files/media/images/2019-e-lilleverso.jpg"
"Gainsbourg still alive - Roberto Battistini","Maison de ventes Cornette de Saint Cyr, 6 avenue Hoche, 75008- Paris (FRA)","groupe","2017-01-14T00:00:00","2017-01-21T00:00:00","Françoise Adamsbaum","2017-E-PARISCORNETTESAINTCYR",NULL
"Galerie Charles Cartwright","Salon des indépendants, Paris","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00",NULL,"1988-E-PARISCARTWRIGHT",NULL
"Galerie de l'Ecole nationale supérieure des beaux-arts","Galerie de l'Ecole nationale supérieure des beaux-arts, Paris","groupe","1982-01-01T00:00:00","1982-01-01T00:00:00",NULL,"1982-E-PARISENSBA",NULL
"Galerie de l'ENSBA","Galerie de l'ENSBA","groupe","1984-01-01T00:00:00","1984-01-01T00:00:00",NULL,"1984-E-NEWYORK",NULL
"Galerie de l'ENSBA","Galerie de l'ENSBA, Grand Masse, Paris","groupe","1984-01-01T00:00:00","1984-01-01T00:00:00",NULL,"1984-E-PARISENSBA",NULL
"Galerie Jade","Galerie Jade, International art fair, Basel","perso","1988-01-01T00:00:00","1988-01-01T00:00:00","-","1988-E-BASEL",NULL
"Game over","Festival Tucano Art, Rio de Janeiro (BRA)","groupe","1989-01-01T00:00:00","1989-01-01T00:00:00",NULL,"1989-E-RIODEJANEIRO",NULL
"Géométrie dans l'espace","Espace Topographie de l'art, 15 rue de Thorigny, 75003 - Paris","groupe","2017-03-29T00:00:00","2017-06-14T00:00:00","Françoise Paviot","2017-E-PARISTOPOGRAPHIE1",NULL
"Géométrie hors limites","Maison de l'Amérique Latine, Paris (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-PARISMLATINE",NULL
"GROUP SHOW 2019","Podgorny Robinson Gallery Place de Gaulle 06570 Saint-Paul-de-Vence","groupe","2019-07-01T00:00:00","2019-09-15T00:00:00",NULL,"2019-E-SAINTPAULDEVENCE",NULL
"Habiter les réseaux","Galerie de l'esplanade de l'Ecole des beaux-arts, 1 rue de citadelle, 57000 Metz (FRA)","groupe","1999-07-23T00:00:00","1999-08-31T00:00:00",NULL,"1999-E-METZ",NULL
"Habiter les réseaux","Galerie Odéon 5, Paris (FRA)","perso","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISODEON",NULL
"Habiter les réseaux","Kunstverket Galleri, Oslo (NOR)","perso","2005-01-01T00:00:00","2005-01-01T00:00:00","Kunstverket Galleri","2005-E-OSLO","sites/default/files/media/images/2005-e-oslotx.jpg,sites/default/files/media/images/2005-e-osloinvitv.jpg"
"Habiter les réseaux","Palais des Congrès de Paris, 2 place de la porte Maillot, 75017 Paris","perso","2000-10-04T00:00:00","2099-10-04T00:00:00",NULL,"2000-E-PARISCONGRES",NULL
"Harper's Bazaar Art Jakarta","Ballroom The Ritz-Carlton Jakarta Pacific Place, Sudirman Central Business District (SCBD) Jalan Jenderal Sudirman No.52-53  Jakarta 12190  Indonesia","groupe","2015-08-27T00:00:00","2015-08-30T00:00:00","Galerie Puerta Roja","2015-E-JAKARTA",NULL
"Herbarius 2059","Pavillon des Arts et du Design, Paris (France)","perso","2011-01-01T00:00:00","2011-01-01T00:00:00",NULL,"2011-E-PARISPAD","sites/default/files/media/images/2011-e-parispad-2.jpg,sites/default/files/media/images/2011-e-parispad-1.jpg"
"Historical present and future","Priveekollektie Contemporary Art | Design, Heusden aan de Maas (NLD)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-PRIVEEKOLLEKTIE",NULL
